# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;60;1416379497;sda;5.85;0.93;858.69;146.89;0.09;14.99;0.26;0.15
axle;60;1416379557;sda;4.46;3.21;681.86;153.59;0.02;3.84;0.28;0.13
axle;60;1416379617;sda;2.25;0.00;277.69;123.38;0.01;2.46;0.12;0.03
axle;60;1416379677;sda;1.03;0.00;66.28;64.13;0.00;0.00;0.00;0.00
axle;60;1416379737;sda;1.05;0.00;53.34;50.79;0.00;0.00;0.00;0.00
axle;60;1416379797;sda;1.63;0.00;137.76;84.33;0.00;0.82;0.08;0.01
axle;60;1416379857;sda;1.10;0.00;74.93;68.12;0.00;0.67;0.06;0.01
axle;60;1416379917;sda;0.88;0.00;65.37;73.96;0.00;0.08;0.08;0.01
axle;60;1416379977;sda;1.17;0.00;47.07;40.34;0.00;0.11;0.11;0.01
