Linux 3.0.101-0.15-default (axle) 	11/19/2014 	_x86_64_

07:43:57 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
07:44:57 AM     all      6.04      0.00      6.59      0.01      0.00     87.36
07:45:57 AM     all      7.36      0.00      6.30      0.00      0.00     86.34
07:46:57 AM     all      4.65      0.00      1.81      0.00      0.00     93.53
07:47:57 AM     all      4.81      0.00      1.55      0.00      0.00     93.64
07:48:57 AM     all      5.51      0.00      0.84      0.00      0.00     93.65
07:49:57 AM     all      4.11      0.00      2.34      0.00      0.00     93.56
07:50:57 AM     all      5.93      0.00      0.34      0.00      0.00     93.73
07:51:57 AM     all      4.32      0.00      2.09      0.00      0.00     93.59
07:52:57 AM     all      4.62      0.00      1.76      0.00      0.00     93.62
