# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;60;1416378893;sda;2.07;0.93;166.14;80.77;0.00;2.23;0.29;0.06
axle;60;1416378953;sda;0.90;0.00;86.46;96.00;0.00;0.15;0.15;0.01
axle;60;1416379013;sda;0.60;0.00;55.88;93.11;0.00;0.22;0.11;0.01
axle;60;1416379073;sda;0.57;0.00;47.60;83.76;0.00;0.00;0.00;0.00
axle;60;1416379133;sda;0.60;0.00;47.20;78.67;0.00;0.78;0.11;0.01
axle;60;1416379193;sda;0.65;0.00;44.15;67.69;0.00;0.00;0.00;0.00
axle;60;1416379253;sda;1.39;0.00;205.21;148.14;0.00;1.20;0.19;0.03
axle;60;1416379313;sda;1.23;0.00;196.53;159.35;0.00;1.24;0.22;0.03
axle;60;1416379373;sda;0.77;0.00;84.67;110.43;0.00;0.26;0.09;0.01
