# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416378893;41138888;223385536;84.45;102628;20312080;207497548;76.03
axle;60;1416378953;38990116;225534308;85.26;102668;22463112;207492152;76.03
axle;60;1416379013;38979940;225544484;85.26;102700;22464916;207492152;76.03
axle;60;1416379073;38979008;225545416;85.26;102728;22466688;207491960;76.03
axle;60;1416379133;38978724;225545700;85.26;102764;22468372;207492152;76.03
axle;60;1416379193;35685588;228838836;86.51;102800;22470332;210956752;77.30
axle;60;1416379253;21081900;243442524;92.03;102852;22490540;226429268;82.97
axle;60;1416379313;27256360;237268064;89.70;102888;22495032;219349856;80.37
axle;60;1416379373;34749840;229774584;86.86;102932;22497032;211692368;77.57
