# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
axle;60;1416378893;0.33;83.07;54388.31;0.00;124512.73;0.00;0.00;0.00;0.00
axle;60;1416378953;0.00;43.23;54056.95;0.00;48518.75;0.00;0.00;0.00;0.00
axle;60;1416379013;0.00;27.94;14413.54;0.00;34775.56;0.00;0.00;0.00;0.00
axle;60;1416379073;0.00;23.80;4404.98;0.00;27469.88;0.00;0.00;0.00;0.00
axle;60;1416379133;0.00;23.60;4439.90;0.00;31215.92;0.00;0.00;0.00;0.00
axle;60;1416379193;0.00;22.08;11616.16;0.00;40972.15;0.00;0.00;0.00;0.00
axle;60;1416379253;0.00;102.60;74708.46;0.00;22877.52;0.00;0.00;0.00;0.00
axle;60;1416379313;0.00;98.27;425.82;0.00;46469.58;0.00;0.00;0.00;0.00
axle;60;1416379373;0.00;42.33;222.20;0.00;49667.38;0.00;0.00;0.00;0.00
